tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,455,0,455,[246],1,238.5,0.5241758241758242,249.87,0.5491648351648352,1002.2180616740088,7.109375,7.109375,3.7265625,3.7265625
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,227,0,226,[],0,183.78,0.8096035242290749,190.59,0.8396035242290749,2000.0265486725664,7.09375,3.546875,5.743125,2.8715625
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,111,0,111,[101],1,96.54000000000005,0.8697297297297302,99.87000000000003,0.89972972972973,4018.163636363636,6.9375,1.734375,6.033750000000003,1.5084375000000008
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,0,56,[],0,51.300000000000004,0.9,53.01,0.9299999999999999,8000.089285714285,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,225,0,224,[],0,182.16,0.8096,188.91,0.8396,2000.0267857142858,7.03125,3.515625,5.6925,2.84625
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,113,0,112,[],0,98.28000000000002,0.8697345132743364,101.66999999999999,0.8997345132743362,4000.035714285714,7.0625,1.765625,6.142500000000001,1.5356250000000002
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0,55,[],0,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,8000.0,7.0,0.875,6.300000000000001,0.7875000000000001
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,28,0,28,[3],1,25.199999999999996,0.8999999999999998,26.04,0.9299999999999999,16592.62962962963,7.0,0.4375,6.299999999999999,0.39374999999999993
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,112,0,111,[],0,97.44000000000001,0.8700000000000001,100.79999999999998,0.8999999999999998,3982.027027027027,7.0,1.75,6.090000000000001,1.5225000000000002
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,55,0,54,[],0,49.49999999999999,0.8999999999999999,51.15,0.9299999999999999,8000.018518518518,6.875,0.859375,6.187499999999999,0.7734374999999999
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,199,0,228,"[3, 7, 11, 15, 35, 39, 43, 47, 67, 71, 75, 79, 99, 103, 107, 111, 131, 135, 139, 143, 163, 167, 171, 175, 195, 197, 199, 203, 207, 227]",30,158.52,0.7965829145728643,164.49,0.8265829145728644,2303.050505050505,6.21875,3.109375,4.95375,2.476875
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,29,0,28,[],0,26.099999999999994,0.8999999999999998,26.97,0.9299999999999999,15999.964285714286,7.25,0.453125,6.524999999999999,0.4078124999999999
