tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,458,0,457,[],0,240.3,0.5246724890829695,251.75,0.5496724890829694,1000.0109409190372,7.15625,7.15625,3.7546875,3.7546875
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,227,0,227,[219],1,183.78000000000003,0.809603524229075,190.59000000000003,0.839603524229075,2008.8761061946902,7.09375,3.546875,5.743125000000001,2.8715625000000005
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,111,0,112,"[80, 97]",2,96.54000000000005,0.8697297297297302,99.87000000000002,0.8997297297297299,4072.7090909090907,6.9375,1.734375,6.033750000000003,1.5084375000000008
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,0,56,[],0,51.300000000000004,0.9,53.01,0.9299999999999999,8000.089285714285,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,224,0,225,"[58, 98]",2,181.26,0.8091964285714285,187.98000000000002,0.8391964285714286,2017.9596412556054,7.0,3.5,5.664375,2.8321875
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,112,0,113,"[66, 67]",2,97.44000000000001,0.8700000000000001,100.79999999999998,0.8999999999999998,4054.099099099099,7.0,1.75,6.090000000000001,1.5225000000000002
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0,55,[],0,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,8000.0,7.0,0.875,6.300000000000001,0.7875000000000001
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,14,0,28,"[4, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",15,12.600000000000001,0.9000000000000001,13.02,0.9299999999999999,34461.53846153846,3.5,0.21875,3.1500000000000004,0.19687500000000002
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,111,0,112,"[85, 98]",2,96.54000000000005,0.8697297297297302,99.87000000000002,0.8997297297297299,4072.7636363636366,6.9375,1.734375,6.033750000000003,1.5084375000000008
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0,55,[],0,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,8000.0,7.0,0.875,6.300000000000001,0.7875000000000001
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,198,0,229,"[3, 7, 11, 15, 35, 39, 43, 47, 67, 71, 75, 79, 99, 103, 107, 111, 131, 135, 136, 139, 143, 163, 167, 171, 175, 176, 180, 195, 199, 203, 207, 227]",32,157.92000000000002,0.7975757575757576,163.86,0.8275757575757576,2324.8934010152284,6.1875,3.09375,4.9350000000000005,2.4675000000000002
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,26,0,28,"[24, 25, 26]",3,23.4,0.8999999999999999,24.18,0.9299999999999999,17919.96,6.5,0.40625,5.85,0.365625
