tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,462,0,466,"[84, 109, 269, 290, 397]",5,242.88,0.5257142857142857,254.44000000000003,0.5507359307359307,1010.8546637744034,7.21875,7.21875,3.795,3.795
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,6,16,106,"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100, 102, 103, 104, 105]",85,4.68,0.7799999999999999,4.86,0.81,36000.0,0.1875,0.09375,0.14625,0.073125
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,109,0,115,"[11, 14, 16, 27, 31, 50, 94]",7,94.86000000000004,0.8702752293577986,98.13000000000001,0.9002752293577982,4240.712962962963,6.8125,1.703125,5.928750000000003,1.4821875000000007
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,55,0,57,"[6, 34, 54]",3,49.49999999999999,0.8999999999999999,51.15,0.9299999999999999,8444.5,6.875,0.859375,6.187499999999999,0.7734374999999999
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,223,0,229,"[23, 27, 28, 33, 39, 64, 215]",7,180.36,0.8087892376681615,187.05000000000004,0.8387892376681616,2063.0810810810813,6.96875,3.484375,5.63625,2.818125
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,73,0,113,"[8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 35, 36, 51, 53, 66, 67, 68, 77, 83, 85, 86, 87, 89, 90, 95, 102, 103, 104, 105, 106, 107, 109, 110]",41,63.42,0.8687671232876713,65.61000000000001,0.8987671232876714,6250.041666666667,4.5625,1.140625,3.96375,0.9909375
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,35,1,56,"[4, 6, 7, 9, 10, 11, 14, 15, 17, 20, 26, 27, 32, 34, 41, 42, 48, 49, 50, 51, 53]",21,31.499999999999996,0.8999999999999999,32.550000000000004,0.9300000000000002,12941.14705882353,4.375,0.546875,3.9374999999999996,0.49218749999999994
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,28,0,29,"[5, 6]",2,25.199999999999996,0.8999999999999998,26.04,0.9299999999999999,16888.85185185185,7.0,0.4375,6.299999999999999,0.39374999999999993
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,102,0,114,"[5, 6, 7, 9, 11, 13, 16, 54, 59, 64, 75, 104, 108]",13,88.68000000000004,0.8694117647058827,91.74000000000002,0.8994117647058826,4514.8712871287125,6.375,1.59375,5.542500000000002,1.3856250000000006
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,55,0,56,"[12, 53]",2,49.49999999999999,0.8999999999999999,51.15,0.9299999999999999,8296.277777777777,6.875,0.859375,6.187499999999999,0.7734374999999999
