tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,465,0,466,"[84, 376]",2,243.72,0.5241290322580645,255.34000000000003,0.5491182795698926,1004.3060344827586,7.265625,7.265625,3.808125,3.808125
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,169,0,232,"[17, 19, 25, 42, 49, 62, 99, 112, 126, 127, 129, 131, 133, 134, 137, 142, 143, 144, 147, 148, 149, 150, 151, 152, 156, 157, 165, 166, 176, 191, 193, 194, 195, 198, 199, 200, 201, 202, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 230, 231]",64,136.56,0.8080473372781065,141.63,0.8380473372781064,2761.8988095238096,5.28125,2.640625,4.2675,2.13375
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,116,0,115,[],0,100.92000000000003,0.8700000000000002,104.4,0.9,3982.5304347826086,7.25,1.8125,6.307500000000002,1.5768750000000005
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,0,57,[6],1,51.300000000000004,0.9,53.01,0.9299999999999999,8142.821428571428,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,228,0,229,"[150, 210]",2,184.5,0.8092105263157895,191.34000000000003,0.8392105263157896,2017.6167400881056,7.125,3.5625,5.765625,2.8828125
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,116,0,115,[],0,100.92000000000003,0.8700000000000002,104.4,0.9,3982.582608695652,7.25,1.8125,6.307500000000002,1.5768750000000005
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0,56,[27],1,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,8145.345454545454,7.0,0.875,6.300000000000001,0.7875000000000001
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,30,0,29,[],0,26.999999999999993,0.8999999999999998,27.9,0.9299999999999999,15723.896551724138,7.5,0.46875,6.749999999999998,0.4218749999999999
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,110,0,114,"[5, 53, 59, 75, 76]",5,95.58000000000004,0.8689090909090913,98.88000000000002,0.8989090909090911,4183.45871559633,6.875,1.71875,5.973750000000003,1.4934375000000006
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,0,56,[],0,51.300000000000004,0.9,53.01,0.9299999999999999,7999.875,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,196,0,233,"[3, 7, 11, 15, 20, 35, 39, 43, 47, 59, 67, 70, 71, 75, 79, 99, 101, 103, 107, 111, 131, 135, 139, 141, 142, 143, 163, 165, 167, 171, 175, 195, 199, 203, 207, 213, 227, 231]",38,156.0,0.7959183673469388,161.88,0.8259183673469388,2389.728205128205,6.125,3.0625,4.875,2.4375
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,30,0,29,[],0,26.999999999999993,0.8999999999999998,27.9,0.9299999999999999,15723.827586206897,7.5,0.46875,6.749999999999998,0.4218749999999999
