tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,457,0.0,458.0,"[89, 346]",2,240.12000000000003,0.5254266958424508,251.55,0.5504376367614879,1004.3925438596491,7.140625,7.140625,3.7518750000000005,3.7518750000000005
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,228,0.0,227.0,[],0,184.68,0.81,191.52,0.8400000000000001,2000.0132158590309,7.125,3.5625,5.77125,2.885625
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,113,0.0,113.0,[14],1,98.34,0.8702654867256637,101.72999999999999,0.9002654867256636,4017.8214285714284,7.0625,1.765625,6.14625,1.5365625
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,0.0,56.0,[],0,51.300000000000004,0.9,53.01,0.9299999999999999,8000.053571428572,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,225,0.0,225.0,[160],1,182.22000000000003,0.8098666666666667,188.97000000000003,0.8398666666666668,2008.9375,7.03125,3.515625,5.694375000000001,2.8471875000000004
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,113,0.0,113.0,[86],1,98.34000000000002,0.8702654867256638,101.72999999999999,0.9002654867256636,4017.875,7.0625,1.765625,6.146250000000001,1.5365625000000003
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,55,0.0,55.0,[39],1,49.49999999999999,0.8999999999999999,51.15,0.9299999999999999,8148.092592592592,6.875,0.859375,6.187499999999999,0.7734374999999999
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,0,,,[],0,,,,,,0.0,0.0,,
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,112,0.0,112.0,[3],1,97.38000000000001,0.8694642857142858,100.73999999999998,0.8994642857142855,4036.045045045045,7.0,1.75,6.086250000000001,1.5215625000000002
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0.0,55.0,[],0,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,7999.963636363636,7.0,0.875,6.300000000000001,0.7875000000000001
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,200,0.0,229.0,"[3, 7, 11, 14, 15, 35, 39, 43, 47, 67, 71, 75, 79, 99, 103, 107, 111, 131, 135, 139, 143, 163, 167, 171, 175, 195, 199, 203, 207, 227]",30,159.23999999999998,0.7961999999999999,165.24,0.8262,2301.5175879396984,6.25,3.125,4.976249999999999,2.4881249999999997
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,20,0.0,19.0,[],0,17.999999999999996,0.8999999999999998,18.6,0.93,14736.736842105263,5.0,0.3125,4.499999999999999,0.28124999999999994
