tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,457,0,458,"[155, 241]",2,240.68,0.5266520787746171,252.12000000000003,0.5516849015317288,1004.3991228070175,7.140625,7.140625,3.760625,3.760625
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,225,0,227,"[11, 111, 158]",3,182.04,0.8090666666666666,188.79000000000002,0.8390666666666667,2026.8125,7.03125,3.515625,5.68875,2.844375
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,114,0,113,[],0,99.18000000000002,0.8700000000000002,102.6,0.8999999999999999,3982.29203539823,7.125,1.78125,6.198750000000001,1.5496875000000003
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,0,56,[],0,51.300000000000004,0.9,53.01,0.9299999999999999,8000.089285714285,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,225,0,225,[42],1,182.10000000000002,0.8093333333333335,188.85000000000002,0.8393333333333335,2008.950892857143,7.03125,3.515625,5.690625000000001,2.8453125000000004
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,114,0,113,[],0,99.18000000000002,0.8700000000000002,102.6,0.8999999999999999,3982.336283185841,7.125,1.78125,6.198750000000001,1.5496875000000003
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0,55,[],0,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,8000.0,7.0,0.875,6.300000000000001,0.7875000000000001
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,28,0,28,[18],1,25.199999999999996,0.8999999999999998,26.04,0.9299999999999999,16592.59259259259,7.0,0.4375,6.299999999999999,0.39374999999999993
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,110,0,112,"[6, 33, 97]",3,95.64000000000004,0.8694545454545458,98.94000000000003,0.8994545454545457,4110.128440366972,6.875,1.71875,5.977500000000003,1.4943750000000007
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,56,0,55,[],0,50.400000000000006,0.9000000000000001,52.08,0.9299999999999999,8000.0,7.0,0.875,6.300000000000001,0.7875000000000001
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,201,0,229,"[3, 7, 11, 15, 35, 39, 43, 47, 67, 71, 75, 79, 99, 103, 107, 111, 131, 135, 139, 143, 163, 167, 171, 175, 195, 199, 203, 207, 227]",29,160.07999999999998,0.7964179104477611,166.10999999999999,0.8264179104477611,2290.02,6.28125,3.140625,5.0024999999999995,2.5012499999999998
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,29,0,28,[],0,26.099999999999994,0.8999999999999998,26.97,0.9299999999999999,16000.0,7.25,0.453125,6.524999999999999,0.4078124999999999
