tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,483,0,482,[],0,253.68,0.5252173913043479,265.76,0.5502277432712215,1000.0020746887967,7.546875,7.546875,3.96375,3.96375
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,239,0,240,"[6, 155]",2,193.38000000000002,0.809121338912134,200.55000000000004,0.839121338912134,2016.810924369748,7.46875,3.734375,6.043125000000001,3.0215625000000004
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,120,0,119,[],0,104.4,0.87,107.99999999999997,0.8999999999999998,3983.1344537815125,7.5,1.875,6.525,1.63125
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,59,0,59,[3],1,53.1,0.9,54.87,0.9299999999999999,8137.931034482759,7.375,0.921875,6.6375,0.8296875
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,236,0,237,"[36, 41]",2,191.16000000000003,0.81,198.24,0.8400000000000001,2017.0212765957447,7.375,3.6875,5.973750000000001,2.9868750000000004
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,120,0,119,[],0,104.4,0.87,107.99999999999997,0.8999999999999998,3983.18487394958,7.5,1.875,6.525,1.63125
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,57,1,58,[51],1,51.300000000000004,0.9,53.01,0.9299999999999999,8142.785714285715,7.125,0.890625,6.4125000000000005,0.8015625000000001
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,32,0,31,[],0,28.8,0.9,29.76,0.93,15225.645161290322,8.0,0.5,7.2,0.45
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,118,0,118,[86],1,102.66000000000004,0.8700000000000003,106.20000000000002,0.9000000000000001,4034.1794871794873,7.375,1.84375,6.4162500000000025,1.6040625000000006
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,59,0,58,[],0,53.1,0.9,54.87,0.9299999999999999,7999.913793103448,7.375,0.921875,6.6375,0.8296875
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,208,0,241,"[3, 7, 11, 15, 35, 39, 43, 47, 67, 71, 75, 79, 99, 103, 107, 111, 131, 135, 139, 143, 163, 167, 171, 175, 195, 199, 203, 207, 225, 226, 227, 231, 235, 239]",34,165.48000000000002,0.7955769230769232,171.71999999999997,0.825576923076923,2328.4975845410627,6.5,3.25,5.171250000000001,2.5856250000000003
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,32,0,31,[],0,28.8,0.9,29.76,0.93,15225.612903225807,8.0,0.5,7.2,0.45
