tx_id,node_id,role,policy,policy_code,threshold_family,schedule_csv,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,expected_rows_manifest,expected_send_rows_manifest,expected_skip_rows_manifest,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,delivered_priority_total,delivered_priority_mean_per_received_packet,mean_receiver_interarrival_ms,received_packets_per_scheduled_send_row,received_packets_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row
TXA,N01,fixed-all anchor,fixed_all,F,,traces/run035_reporting_txa_fixed_all_schedule.csv,64,64,0,1.0,64,64,0,33.6,0.525,usefulness,450,0,462,"[141, 195, 197, 222, 226, 246, 284, 299, 357, 403, 409, 410, 457]",13,237.3,0.5273333333333333,248.57000000000002,0.5523777777777779,1028.9643652561247,7.03125,7.03125,3.7078125,3.7078125
TXB,N16,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txb_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,2,127,153,"[128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152]",25,1.6800000000000002,0.8400000000000001,1.7400000000000002,0.8700000000000001,52000.0,0.0625,0.03125,0.052500000000000005,0.026250000000000002
TXC,N31,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txc_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,98,0,112,"[35, 38, 42, 46, 47, 99, 101, 102, 103, 104, 105, 106, 107, 108, 111]",15,85.20000000000002,0.869387755102041,88.13999999999999,0.8993877551020407,4618.5360824742265,6.125,1.53125,5.325000000000001,1.3312500000000003
TXD,N46,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txd_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,49,0,57,"[6, 26, 30, 39, 44, 45, 51, 55, 56]",9,44.1,0.9,45.57,0.93,9500.104166666666,6.125,0.765625,5.5125,0.6890625
TXE,N61,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txe_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,219,0,227,"[16, 70, 72, 96, 151, 153, 158, 223, 226]",9,177.42000000000002,0.81013698630137,183.99,0.8401369863013699,2082.591743119266,6.84375,3.421875,5.5443750000000005,2.7721875000000002
TXF,N76,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txf_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,45,0,110,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 20, 22, 24, 25, 27, 33, 34, 35, 38, 42, 45, 46, 47, 49, 50, 52, 55, 56, 60, 61, 62, 63, 64, 67, 68, 70, 72, 76, 80, 82, 83, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",66,39.36000000000001,0.8746666666666668,40.70999999999999,0.9046666666666664,10000.09090909091,2.8125,0.703125,2.4600000000000004,0.6150000000000001
TXG,N91,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txg_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,40,0,55,"[11, 16, 18, 26, 29, 31, 32, 33, 42, 43, 49, 50, 51, 52, 53, 54]",16,36.0,0.9,37.2,0.93,11282.051282051281,5.0,0.625,4.5,0.5625
TXH,N106,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txh_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,29,0,29,[7],1,26.099999999999994,0.8999999999999998,26.97,0.9299999999999999,16285.714285714286,7.25,0.453125,6.524999999999999,0.4078124999999999
TXI,N121,strict threshold scheduled skipping,usefulness_threshold,U,strict,traces/run035_reporting_txi_strict_threshold_schedule.csv,64,16,48,0.25,64,16,48,13.92,0.87,usefulness,111,0,113,"[38, 48, 109]",3,96.60000000000005,0.8702702702702707,99.93000000000004,0.9002702702702706,4090.9454545454546,6.9375,1.734375,6.037500000000003,1.5093750000000008
TXJ,N136,very-strict threshold scheduled skipping,usefulness_threshold,U,very_strict,traces/run035_reporting_txj_very_strict_threshold_schedule.csv,64,8,56,0.125,64,8,56,7.2,0.9,usefulness,51,0,55,"[18, 30, 49, 51, 52]",5,45.9,0.9,47.43,0.93,8800.0,6.375,0.796875,5.7375,0.7171875
TXK,N151,medium threshold scheduled skipping,usefulness_threshold,U,medium,traces/run035_reporting_txk_medium_threshold_schedule.csv,64,32,32,0.5,64,32,32,25.92,0.81,usefulness,188,0,230,"[3, 7, 11, 15, 35, 36, 39, 43, 47, 61, 67, 71, 74, 75, 79, 81, 99, 103, 107, 111, 115, 119, 120, 128, 131, 135, 139, 143, 157, 161, 163, 167, 171, 175, 195, 199, 200, 203, 204, 207, 209, 227, 229]",43,150.0,0.7978723404255319,155.64000000000004,0.8278723404255321,2459.914438502674,5.875,2.9375,4.6875,2.34375
TXL,N166,ultra-strict threshold scheduled skipping,usefulness_threshold,U,ultra_strict,traces/run035_reporting_txl_ultra_strict_threshold_schedule.csv,64,4,60,0.0625,64,4,60,3.6,0.9,usefulness,28,0,29,"[17, 21]",2,25.199999999999996,0.8999999999999998,26.04,0.9299999999999999,16888.814814814814,7.0,0.4375,6.299999999999999,0.39374999999999993
