tx_id,node_id,demand_rows,scheduled_send_rows,scheduled_skip_rows,send_fraction,scheduled_send_usefulness_total,scheduled_send_usefulness_mean,schedule_sequence_column,usefulness_column,received_valid_packets,observed_sequence_min,observed_sequence_max,observed_missing_transmitted_sequences,observed_missing_transmitted_sequence_count,delivered_usefulness_total,delivered_usefulness_mean_per_received_packet,mean_receiver_interarrival_ms,parsed_sequence_column,parsed_usefulness_column,parsed_receiver_time_column,received_packets_per_scheduled_send_row,delivered_usefulness_per_scheduled_demand_row,delivered_usefulness_per_scheduled_send_row
TXA,N01,16,16,0,1.0,8.62,0.53875,,usefulness,378,0,378,170,1,203.76999999999998,0.539074074074074,1002.6684350132626,seq,usefulness,recv_ms,23.625,12.735624999999999,12.735624999999999
TXB,N16,16,12,4,0.75,8.000000000000002,0.6666666666666669,,usefulness,284,0,283,,0,189.81,0.6683450704225352,1335.7102473498232,seq,usefulness,recv_ms,23.666666666666668,11.863125,15.8175
