wall_time_utc,serial_port,raw_line
2026-07-09T13:16:48.437+00:00,/dev/cu.usbserial-576B0005451,"RX,347797,R35,TXK,N151,0,1763,A,1,0.75,0.72,5,U,-51,9.25"
2026-07-09T13:16:49.291+00:00,/dev/cu.usbserial-576B0005451,"RX,348651,R35,TXA,N01,0,2627,A,1,0.75,0.72,5,F,-43,9.75"
2026-07-09T13:16:50.290+00:00,/dev/cu.usbserial-576B0005451,"RX,349650,R35,TXA,N01,1,3627,B,0,0.20,0.18,5,F,-41,9.75"
2026-07-09T13:16:50.436+00:00,/dev/cu.usbserial-576B0005451,"RX,349796,R35,TXK,N151,1,3763,C,1,0.81,0.78,5,U,-53,9.75"
2026-07-09T13:16:51.290+00:00,/dev/cu.usbserial-576B0005451,"RX,350651,R35,TXA,N01,2,4627,C,1,0.81,0.78,5,F,-40,9.75"
2026-07-09T13:16:51.558+00:00,/dev/cu.usbserial-576B0005451,"RX,350918,R35,TXB,N16,0,4893,A,1,0.75,0.72,5,U,-50,9.75"
2026-07-09T13:16:52.290+00:00,/dev/cu.usbserial-576B0005451,"RX,351651,R35,TXA,N01,3,5627,D,1,0.24,0.22,5,F,-41,10.25"
2026-07-09T13:16:52.436+00:00,/dev/cu.usbserial-576B0005451,"RX,351796,R35,TXK,N151,2,5763,E,0,0.87,0.84,5,U,-51,9.75"
2026-07-09T13:16:53.290+00:00,/dev/cu.usbserial-576B0005451,"RX,352651,R35,TXA,N01,4,6627,E,0,0.87,0.84,5,F,-41,10.25"
2026-07-09T13:16:53.557+00:00,/dev/cu.usbserial-576B0005451,"RX,352917,R35,TXB,N16,1,6893,C,1,0.81,0.78,5,U,-52,11.00"
2026-07-09T13:16:54.290+00:00,/dev/cu.usbserial-576B0005451,"RX,353650,R35,TXA,N01,5,7627,F,1,0.28,0.26,5,F,-41,10.25"
2026-07-09T13:16:54.590+00:00,/dev/cu.usbserial-576B0005451,"RX,353950,R35,TXL,N166,0,7917,G,1,0.93,0.90,5,U,-49,9.75"
2026-07-09T13:16:54.790+00:00,/dev/cu.usbserial-576B0005451,"RX,354150,R35,TXF,N76,0,8131,E,0,0.87,0.84,5,U,-52,10.00"
2026-07-09T13:16:55.095+00:00,/dev/cu.usbserial-576B0005451,"RX,354456,R35,TXD,N46,0,8432,G,1,0.93,0.90,5,U,-45,9.75"
2026-07-09T13:16:55.290+00:00,/dev/cu.usbserial-576B0005451,"RX,354651,R35,TXA,N01,6,8627,G,1,0.93,0.90,5,F,-40,10.00"
2026-07-09T13:16:55.557+00:00,/dev/cu.usbserial-576B0005451,"RX,354917,R35,TXB,N16,2,8893,E,0,0.87,0.84,5,U,-50,10.50"
2026-07-09T13:16:56.042+00:00,/dev/cu.usbserial-576B0005451,"RX,355402,R35,TXE,N61,0,9382,A,1,0.75,0.72,5,U,-56,10.25"
2026-07-09T13:16:56.290+00:00,/dev/cu.usbserial-576B0005451,"RX,355651,R35,TXA,N01,7,9627,H,0,0.32,0.30,5,F,-39,10.00"
2026-07-09T13:16:56.436+00:00,/dev/cu.usbserial-576B0005451,"RX,355796,R35,TXK,N151,4,9763,A,1,0.75,0.72,5,U,-52,9.75"
2026-07-09T13:16:56.795+00:00,/dev/cu.usbserial-576B0005451,"RX,356155,R35,TXF,N76,1,10131,G,1,0.93,0.90,5,U,-52,9.50"
2026-07-09T13:16:57.053+00:00,/dev/cu.usbserial-576B0005451,"RX,356413,R35,TXC,N31,0,10384,E,0,0.87,0.84,5,U,-41,9.75"
2026-07-09T13:16:57.295+00:00,/dev/cu.usbserial-576B0005451,"RX,356656,R35,TXA,N01,8,10627,A,1,0.75,0.72,5,F,-40,9.50"
2026-07-09T13:16:57.513+00:00,/dev/cu.usbserial-576B0005451,"RX,356923,R35,TXB,N16,3,10893,G,1,0.93,0.90,5,U,-50,9.50"
2026-07-09T13:16:57.995+00:00,/dev/cu.usbserial-576B0005451,"RX,357406,R35,TXE,N61,1,11382,C,1,0.81,0.78,5,U,-53,9.75"
2026-07-09T13:16:58.103+00:00,/dev/cu.usbserial-576B0005451,"RX,357514,R35,TXI,N121,0,11481,E,0,0.87,0.84,5,U,-56,10.00"
2026-07-09T13:16:58.244+00:00,/dev/cu.usbserial-576B0005451,"RX,357656,R35,TXA,N01,9,11627,B,1,0.20,0.18,5,F,-40,9.50"
